datetime,DE_CH_merged_relation/14650683-220-a+2_export,DE_CH_merged_relation/14650683-220-a+2_import,DE_CH_merged_way/50306784-2-220+1_export,DE_CH_merged_way/50306784-2-220+1_import,DE_CH_merged_relation/3916226-380-c+3_export,DE_CH_merged_relation/3916226-380-c+3_import,DE_CH_merged_way/195538144-1-380+6_export,DE_CH_merged_way/195538144-1-380+6_import,DE_CH_merged_way/195538144-2-220+4_export,DE_CH_merged_way/195538144-2-220+4_import,DE_CH_merged_way/27854188-2-220+1_export,DE_CH_merged_way/27854188-2-220+1_import,DE_CH_merged_way/50306784-1-380+1_export,DE_CH_merged_way/50306784-1-380+1_import,DE_CH_merged_way/62332171-380+3_export,DE_CH_merged_way/62332171-380+3_import,DE_CH_relation/3915993-380-c_export,DE_CH_relation/3915993-380-c_import,DE_CH_way/1327046560-380_export,DE_CH_way/1327046560-380_import,DE_CH_relation/3916522-380-a_export,DE_CH_relation/3916522-380-a_import,DE_CH_relation/5603845-380_export,DE_CH_relation/5603845-380_import,DE_CH_relation/5603846-380_export,DE_CH_relation/5603846-380_import,DE_DK_relation/12842815-400_export,DE_DK_relation/12842815-400_import,DE_DK_way/907517163-380_export,DE_DK_way/907517163-380_import,DE_DK_relation/3732382-400-a_export,DE_DK_relation/3732382-400-a_import,DE_AT_way/48616848-380_export,DE_AT_way/48616848-380_import,DE_AT_merged_way/26971631-220+1_export,DE_AT_merged_way/26971631-220+1_import,DE_AT_merged_way/30970013-2-220+3_export,DE_AT_merged_way/30970013-2-220+3_import,DE_AT_merged_way/30970013-1-380+3_export,DE_AT_merged_way/30970013-1-380+3_import,DE_AT_way/133787551-220_export,DE_AT_way/133787551-220_import,DE_AT_way/125690613-220_export,DE_AT_way/125690613-220_import,DE_AT_way/125690616-220_export,DE_AT_way/125690616-220_import,DE_AT_relation/1750800-220-b_export,DE_AT_relation/1750800-220-b_import,DE_CZ_way/157331464-380_export,DE_CZ_way/157331464-380_import,DE_CZ_relation/395087-380_export,DE_CZ_relation/395087-380_import,DE_CZ_relation/965662-380_export,DE_CZ_relation/965662-380_import,DE_PL_relation/1188569-400_export,DE_PL_relation/1188569-400_import,DE_PL_relation/2239286-400_export,DE_PL_relation/2239286-400_import,DE_PL_relation/3730417-380_export,DE_PL_relation/3730417-380_import,DE_PL_relation/3730418-380_export,DE_PL_relation/3730418-380_import,DE_LU_relation/3756857-220-c_export,DE_LU_relation/3756857-220-c_import,DE_LU_relation/3756858-220-b_export,DE_LU_relation/3756858-220-b_import,DE_LU_merged_way/33813956-220+2_export,DE_LU_merged_way/33813956-220+2_import,DE_LU_way/89176927-220_export,DE_LU_way/89176927-220_import,DE_FR_relation/3717718-400_export,DE_FR_relation/3717718-400_import,DE_FR_relation/3717719-220_export,DE_FR_relation/3717719-220_import,DE_FR_relation/3756990-380_export,DE_FR_relation/3756990-380_import,DE_FR_relation/6170191-400_export,DE_FR_relation/6170191-400_import,DE_FR_relation/3756991-220_export,DE_FR_relation/3756991-220_import,DE_NL_merged_way/24846754-380+7_export,DE_NL_merged_way/24846754-380+7_import,DE_NL_merged_way/29291584-380+4_export,DE_NL_merged_way/29291584-380+4_import,DE_NL_relation/1637163-380_export,DE_NL_relation/1637163-380_import,DE_NL_relation/9981859-380_export,DE_NL_relation/9981859-380_import,DE_NL_merged_way/521228484-380+9_export,DE_NL_merged_way/521228484-380+9_import,DE_SE_export,DE_SE_import,DE_BE_export,DE_BE_import,DE_NO_export,DE_NO_import
01-01-23 10:00,0,-2.445925,0,-4.902625,0,-8.458375,0,-8.458375,0,-2.445925,0,-4.902625,0,-16.91675,0,-16.91675,0,-8.458375,0,-8.458375,0,-8.458375,0,-8.458375,0,-8.458375,0,0,0,0,0,0,0,-20.612475,0,-20.612475,0,-2.982825,0,-10.3032,0,-5.96565,0,-5.96565,0,-5.96565,0,-2.982825,47,0,23.5,0,23.5,0,155.122,0,155.122,0,147.378,0,147.378,0,21.25,0,21.25,0,21.25,0,21.25,0,0,0,0,0,0,0,0,0,0,0,196.125,0,196.125,0,98.0625,0,98.0625,0,196.125,0,506,0,724,0,0,0
01-01-23 11:00,0,-2.741025,0,-5.494125,0,-9.478875,0,-9.478875,0,-2.741025,0,-5.494125,0,-18.95775,0,-18.95775,0,-9.478875,0,-9.478875,0,-9.478875,0,-9.478875,0,-9.478875,0,0,0,0,0,0,0,-27.144,0,-27.144,0,-3.928,0,-13.568,0,-7.856,0,-7.856,0,-7.856,0,-3.928,0,-132,0,-66,0,-66,241.5288,0,241.5288,0,229.4712,0,229.4712,0,43.0625,0,43.0625,0,43.0625,0,43.0625,0,0,0,0,0,0,0,0,0,0,0,119.25,0,119.25,0,59.625,0,59.625,0,119.25,0,506,0,391.25,0,0,0
01-01-23 12:00,0,-2.043,0,-4.095,0,-7.065,0,-7.065,0,-2.043,0,-4.095,0,-14.13,0,-14.13,0,-7.065,0,-7.065,0,-7.065,0,-7.065,0,-7.065,0,0,0,0,0,0,0,-32.06385,0,-32.06385,0,-4.63995,0,-16.0272,0,-9.2799,0,-9.2799,0,-9.2799,0,-4.63995,0,-6,0,-3,0,-3,200.5048,0,200.5048,0,190.4952,0,190.4952,0,32.6875,0,32.6875,0,32.6875,0,32.6875,0,185.6022,0,51.0468,0,352.702,0,185.6022,0,51.0468,0,120.625,0,120.625,0,60.3125,0,60.3125,0,120.625,0,506,0,378,0,0,0
01-01-23 13:00,6.27655,0,12.58075,0,21.70525,0,21.70525,0,6.27655,0,12.58075,0,43.4105,0,43.4105,0,21.70525,0,21.70525,0,21.70525,0,21.70525,0,21.70525,0,0,0,0,0,0,0,0,-65.400075,0,-65.400075,0,-9.464025,0,-32.6904,0,-18.92805,0,-18.92805,0,-18.92805,0,-9.464025,0,-396.5,0,-198.25,0,-198.25,0,0,0,0,0,0,0,0,7.125,0,7.125,0,7.125,0,7.125,0,0,-64.0395,0,-17.613,0,-121.695,0,-64.0395,0,-17.613,0,-45.3125,0,-45.3125,0,-22.65625,0,-22.65625,0,-45.3125,506,0,458.75,0,0,0
01-01-23 14:00,4.98265,0,9.98725,0,17.23075,0,17.23075,0,4.98265,0,9.98725,0,34.4615,0,34.4615,0,17.23075,0,17.23075,0,17.23075,0,17.23075,0,17.23075,0,0,0,0,0,0,0,0,-99.4149,0,-99.4149,0,-14.3863,0,-49.6928,0,-28.7726,0,-28.7726,0,-28.7726,0,-14.3863,0,-291,0,-145.5,0,-145.5,0,0,0,0,0,0,0,0,7.9375,0,7.9375,0,7.9375,0,7.9375,0,0,-170.3226,0,-46.8444,0,-323.666,0,-170.3226,0,-46.8444,0,-74,0,-74,0,-37,0,-37,0,-74,506,0,555.75,0,0,0
01-01-23 15:00,0,-4.2903,0,-8.5995,0,-14.8365,0,-14.8365,0,-4.2903,0,-8.5995,0,-29.673,0,-29.673,0,-14.8365,0,-14.8365,0,-14.8365,0,-14.8365,0,-14.8365,0,-0.7692,0,-1.4616,0,-0.7692,0,-149.716125,0,-149.716125,0,-21.665375,0,-74.836,0,-43.33075,0,-43.33075,0,-43.33075,0,-21.665375,0,-133,0,-66.5,0,-66.5,0,0,0,0,0,0,0,0,11.9375,0,11.9375,0,11.9375,0,11.9375,0,0,0,0,0,0,0,0,0,0,0,0,-6.75,0,-6.75,0,-3.375,0,-3.375,0,-6.75,421,0,274.25,0,0,0
01-01-23 16:00,0,-14.170475,0,-28.403375,0,-49.003625,0,-49.003625,0,-14.170475,0,-28.403375,0,-98.00725,0,-98.00725,0,-49.003625,0,-49.003625,0,-49.003625,0,-49.003625,0,-49.003625,170.2496,0,323.5008,0,170.2496,0,0,-181.610325,0,-181.610325,0,-26.280775,0,-90.7784,0,-52.56155,0,-52.56155,0,-52.56155,0,-26.280775,0,-62,0,-31,0,-31,0,0,0,0,0,0,0,0,19.5,0,19.5,0,19.5,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,-97.25,0,0
01-01-23 17:00,5.385575,0,10.794875,0,18.624125,0,18.624125,0,5.385575,0,10.794875,0,37.24825,0,37.24825,0,18.624125,0,18.624125,0,18.624125,0,18.624125,0,18.624125,0,125.0591,0,237.6318,0,125.0591,0,0,-171.770625,0,-171.770625,0,-24.856875,0,-85.86,0,-49.71375,0,-49.71375,0,-49.71375,0,-24.856875,0,-90.5,0,-45.25,0,-45.25,240.7596,0,240.7596,0,228.7404,0,228.7404,0,26.375,0,26.375,0,26.375,0,26.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-271.25,0,0
01-01-23 18:00,4.931575,0,9.884875,0,17.054125,0,17.054125,0,4.931575,0,9.884875,0,34.10825,0,34.10825,0,17.054125,0,17.054125,0,17.054125,0,17.054125,0,17.054125,0,148.2633,0,281.7234,0,148.2633,0,0,-188.3115,0,-188.3115,0,-27.2505,0,-94.128,0,-54.501,0,-54.501,0,-54.501,0,-27.2505,0,-79.5,0,-39.75,0,-39.75,225.8884,0,225.8884,0,214.6116,0,214.6116,0,39.0625,0,39.0625,0,39.0625,0,39.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,-961,0,0
01-01-23 19:00,4.057625,0,8.133125,0,14.031875,0,14.031875,0,4.057625,0,8.133125,0,28.06375,0,28.06375,0,14.031875,0,14.031875,0,14.031875,0,14.031875,0,14.031875,0,0,-99.2268,0,-188.5464,0,-99.2268,176.181525,0,176.181525,0,25.495175,0,88.0648,0,50.99035,0,50.99035,0,50.99035,0,25.495175,0,340.5,0,170.25,0,170.25,0,194.0948,0,194.0948,0,184.4052,0,184.4052,0,6.75,0,6.75,0,6.75,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-285,47,0,0,0
01-01-23 20:00,0,-16.349675,0,-32.771375,0,-56.539625,0,-56.539625,0,-16.349675,0,-32.771375,0,-113.07925,0,-113.07925,0,-56.539625,0,-56.539625,0,-56.539625,0,-56.539625,0,-56.539625,0,-101.1498,0,-192.2004,0,-101.1498,0,-167.190075,0,-167.190075,0,-24.194025,0,-83.5704,0,-48.38805,0,-48.38805,0,-48.38805,0,-24.194025,351.5,0,175.75,0,175.75,0,242.5544,0,242.5544,0,230.4456,0,230.4456,0,16.3125,0,16.3125,0,16.3125,0,16.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-304,0,-321.75,0,0
01-01-23 21:00,0,-9.732625,0,-19.508125,0,-33.656875,0,-33.656875,0,-9.732625,0,-19.508125,0,-67.31375,0,-67.31375,0,-33.656875,0,-33.656875,0,-33.656875,0,-33.656875,0,-33.656875,0,-103.3292,0,-196.3416,0,-103.3292,0,-183.73095,0,-183.73095,0,-26.58765,0,-91.8384,0,-53.1753,0,-53.1753,0,-53.1753,0,-26.58765,461,0,230.5,0,230.5,0,250.5028,0,250.5028,0,237.9972,0,237.9972,0,31.875,0,31.875,0,31.875,0,31.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,0,-170.75,0,0
01-01-23 22:00,0,-8.68275,0,-17.40375,0,-30.02625,0,-30.02625,0,-8.68275,0,-17.40375,0,-60.0525,0,-60.0525,0,-30.02625,0,-30.02625,0,-30.02625,0,-30.02625,0,-30.02625,0,-109.0341,0,-207.1818,0,-109.0341,0,-160.31925,0,-160.31925,0,-23.19975,0,-80.136,0,-46.3995,0,-46.3995,0,-46.3995,0,-23.19975,280.5,0,140.25,0,140.25,0,226.4012,0,226.4012,0,215.0988,0,215.0988,0,45.9375,0,45.9375,0,45.9375,0,45.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-699.5,0,0
01-01-23 23:00,0,-9.051625,0,-18.143125,0,-31.301875,0,-31.301875,0,-9.051625,0,-18.143125,0,-62.60375,0,-62.60375,0,-31.301875,0,-31.301875,0,-31.301875,0,-31.301875,0,-31.301875,0,-117.8799,0,-223.9902,0,-117.8799,0,-144.626625,0,-144.626625,0,-20.928875,0,-72.292,0,-41.85775,0,-41.85775,0,-41.85775,0,-20.928875,0,-190,0,-95,0,-95,214.6068,0,214.6068,0,203.8932,0,203.8932,0,17.875,0,17.875,0,17.875,0,17.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.5,0,0,0
02-01-23 0:00,1.94085,0,3.89025,0,6.71175,0,6.71175,0,1.94085,0,3.89025,0,13.4235,0,13.4235,0,6.71175,0,6.71175,0,6.71175,0,6.71175,0,6.71175,0,0,-131.7896,0,-250.4208,0,-131.7896,0,-186.10605,0,-186.10605,0,-26.93135,0,-93.0256,0,-53.8627,0,-53.8627,0,-53.8627,0,-26.93135,0,-379.5,0,-189.75,0,-189.75,246.6568,0,246.6568,0,234.3432,0,234.3432,0,0,-10.8125,0,-10.8125,0,-10.8125,0,-10.8125,0,0,0,0,0,0,0,0,0,0,147.0625,0,147.0625,0,73.53125,0,73.53125,0,147.0625,0,0,0,590.25,0,0,0
02-01-23 1:00,8.574925,0,17.187625,0,29.653375,0,29.653375,0,8.574925,0,17.187625,0,59.30675,0,59.30675,0,29.653375,0,29.653375,0,29.653375,0,29.653375,0,29.653375,0,0,-107.688,0,-204.624,0,-107.688,0,-225.549675,0,-225.549675,0,-32.639225,0,-112.7416,0,-65.27845,0,-65.27845,0,-65.27845,0,-32.639225,0,0,0,0,0,0,251.5284,0,251.5284,0,238.9716,0,238.9716,0,0,-0.3125,0,-0.3125,0,-0.3125,0,-0.3125,0,0,0,0,0,0,0,0,0,0,0,-59.5,0,-59.5,0,-29.75,0,-29.75,0,-59.5,0,0,0,-80.25,0,0
02-01-23 2:00,15.5041,0,31.0765,0,53.6155,0,53.6155,0,15.5041,0,31.0765,0,107.231,0,107.231,0,53.6155,0,53.6155,0,53.6155,0,53.6155,0,53.6155,0,0,-53.0107,0,-100.7286,0,-53.0107,0,-206.2944,0,-206.2944,0,-29.8528,0,-103.1168,0,-59.7056,0,-59.7056,0,-59.7056,0,-29.8528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.875,0,33.875,0,33.875,0,33.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-523.5,0,0
02-01-23 3:00,13.330575,0,26.719875,0,46.099125,0,46.099125,0,13.330575,0,26.719875,0,92.19825,0,92.19825,0,46.099125,0,46.099125,0,46.099125,0,46.099125,0,46.099125,0,0,0,0,0,0,0,0,-197.387775,0,-197.387775,0,-28.563925,0,-98.6648,0,-57.12785,0,-57.12785,0,-57.12785,0,-28.563925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.375,0,27.375,0,27.375,0,27.375,0,0,0,0,0,0,0,0,0,0,0,0,-224.6875,0,-224.6875,0,-112.34375,0,-112.34375,0,-224.6875,0,0,0,-362,0,0
02-01-23 4:00,12.956025,0,25.969125,0,44.803875,0,44.803875,0,12.956025,0,25.969125,0,89.60775,0,89.60775,0,44.803875,0,44.803875,0,44.803875,0,44.803875,0,44.803875,0,0,0,0,0,0,0,0,-198.99945,0,-198.99945,0,-28.79715,0,-99.4704,0,-57.5943,0,-57.5943,0,-57.5943,0,-28.79715,0,-364,0,-182,0,-182,0,0,0,0,0,0,0,0,23.125,0,23.125,0,23.125,0,23.125,0,0,0,0,0,0,0,0,0,0,0,0,-183.5,0,-183.5,0,-91.75,0,-91.75,0,-183.5,0,0,0,-207,0,0
02-01-23 5:00,0.21565,0,0.43225,0,0.74575,0,0.74575,0,0.21565,0,0.43225,0,1.4915,0,1.4915,0,0.74575,0,0.74575,0,0.74575,0,0.74575,0,0.74575,0,0,0,0,0,0,0,0,-175.24845,0,-175.24845,0,-25.36015,0,-87.5984,0,-50.7203,0,-50.7203,0,-50.7203,0,-25.36015,0,-395,0,-197.5,0,-197.5,0,0,0,0,0,0,0,0,1.5625,0,1.5625,0,1.5625,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,-131.125,0,-131.125,0,-65.5625,0,-65.5625,0,-131.125,0,0,433.25,0,0,0
02-01-23 6:00,0,-5.11885,0,-10.26025,0,-17.70175,0,-17.70175,0,-5.11885,0,-10.26025,0,-35.4035,0,-35.4035,0,-17.70175,0,-17.70175,0,-17.70175,0,-17.70175,0,-17.70175,0,0,0,0,0,0,0,-210.19635,0,-210.19635,0,-30.41745,0,-105.0672,0,-60.8349,0,-60.8349,0,-60.8349,0,-30.41745,0,-197,0,-98.5,0,-98.5,0,0,0,0,0,0,0,0,44.625,0,44.625,0,44.625,0,44.625,0,0,0,0,0,0,0,0,0,0,0,0,-19.8125,0,-19.8125,0,-9.90625,0,-9.90625,0,-19.8125,0,0,0,-210.75,0,0
02-01-23 7:00,0,-7.0597,0,-14.1505,0,-24.4135,0,-24.4135,0,-7.0597,0,-14.1505,0,-48.827,0,-48.827,0,-24.4135,0,-24.4135,0,-24.4135,0,-24.4135,0,-24.4135,0,-0.0641,0,-0.1218,0,-0.0641,0,-200.01735,0,-200.01735,0,-28.94445,0,-99.9792,0,-57.8889,0,-57.8889,0,-57.8889,0,-28.94445,0,-222.5,0,-111.25,0,-111.25,0,0,0,0,0,0,0,0,55,0,55,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,900.75,0
02-01-23 8:00,0,-15.566525,0,-31.201625,0,-53.831375,0,-53.831375,0,-15.566525,0,-31.201625,0,-107.66275,0,-107.66275,0,-53.831375,0,-53.831375,0,-53.831375,0,-53.831375,0,-53.831375,0,-13.7174,0,-26.0652,0,-13.7174,0,-161.930925,0,-161.930925,0,-23.432975,0,-80.9416,0,-46.86595,0,-46.86595,0,-46.86595,0,-23.432975,0,-262.5,0,-131.25,0,-131.25,0,0,0,0,0,0,0,0,62.5625,0,62.5625,0,62.5625,0,62.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,527.75,0
